"(0, 0.866232204711494)"
"(880, 0.9085417877565403)"
"(881, 0.9528152503356969)"
"(882, 0.9378895303773487)"
"(883, 0.9364971372688375)"
"(884, 0.9430772858063755)"
"(885, 0.9193012087787429)"
"(886, 0.8908256815254013)"
"(887, 0.8426077316713642)"
"(888, 0.9142933371144353)"
"(889, 0.9467197496055411)"
"(890, 0.9402567270197926)"
"(891, 0.9522726368614375)"
"(892, 0.9496645617056051)"
"(893, 0.9434003633896739)"
"(894, 0.950469723768832)"
"(895, 0.9419781691368833)"
"(896, 0.9439669122569316)"
"(897, 0.9461765140346655)"
"(898, 0.8711733659645142)"
"(899, 0.8632089981572698)"
"(900, 0.9310882859022714)"
"(901, 0.9079403552545443)"
"(902, 0.9336527848729294)"
"(903, 0.9508100132109166)"
"(904, 0.9568045033099202)"
"(905, 0.9609800396974676)"
"(906, 0.9306726217774741)"
"(907, 0.9504827427595944)"
"(908, 0.9556653553619797)"
"(909, 0.8882203806551143)"
"(910, 0.9444305830864802)"
"(911, 0.9351977230912194)"
"(912, 0.8152161380344917)"
"(913, 0.8710203696162327)"
"(914, 0.9410188990978421)"
"(915, 0.9157255738183931)"
"(916, 0.936671829301174)"
"(917, 0.9383651467714889)"
"(918, 0.9126165915210396)"
"(919, 0.9569834055695542)"
"(920, 0.947068144940272)"
"(921, 0.9436292802609967)"
"(922, 0.9565095250251624)"
"(923, 0.9287115404082215)"
"(924, 0.8649372837689424)"
"(925, 0.927405666536762)"
"(926, 0.9126160799854194)"
"(927, 0.9079365986580806)"
"(928, 0.9283765472565082)"
"(929, 0.9411817874421754)"
"(930, 0.9347364604568805)"
"(931, 0.9321475724377178)"
"(932, 0.9491147235474917)"
"(933, 0.8347563349096788)"
"(934, 0.9559253459637725)"
"(935, 0.8943257664250817)"
"(936, 0.9412465633668263)"
"(937, 0.9437078553729732)"
"(938, 0.6816649421851285)"
"(939, 0.8811665858933149)"
"(940, 0.9529296591473724)"
"(941, 0.9369315667242556)"
"(942, 0.9498911328588188)"
"(943, 0.9419928430139617)"
"(944, 0.9308731329740156)"
"(945, 0.8859510285093735)"
"(946, 0.9239259503970255)"
"(947, 0.9314870528579036)"
"(948, 0.8980762518084243)"
"(949, 0.937560905787298)"
"(950, 0.94562477108396)"
"(951, 0.9491237833477647)"
"(952, 0.8947445030971908)"
"(953, 0.9159959043303808)"
"(954, 0.9304517352612652)"
"(955, 0.8464387731097899)"
"(956, 0.8858848946231143)"
"(957, 0.9652301829630119)"
"(958, 0.8842546749276654)"
"(959, 0.9422085561504752)"
"(960, 0.88043884336416)"
"(961, 0.9548167889415368)"
"(962, 0.9241465935636339)"
"(963, 0.8910114928764736)"
"(964, 0.9497604547687566)"
"(965, 0.9319639122791527)"
"(966, 0.9041725958191201)"
"(967, 0.9087773929902766)"
"(968, 0.9447985730031359)"
"(969, 0.9451229338693162)"
"(970, 0.9337861107055171)"
"(971, 0.9084239052774938)"
"(972, 0.889243910544658)"
"(973, 0.9292500133394183)"
"(974, 0.9576053622398295)"
"(975, 0.9371926843093086)"
"(976, 0.8967462577495268)"
"(977, 0.8136441364873371)"
"(978, 0.9272610731539886)"
"(979, 0.902415696272003)"
"(980, 0.9384958183553441)"
"(981, 0.9676863696874998)"
"(982, 0.9372373515569865)"
"(983, 0.6710533807012342)"
"(984, 0.9418189434889302)"
"(985, 0.8547978027998393)"
"(986, 0.9682704447464203)"
"(987, 0.9259127029778974)"
"(988, 0.9046294742939629)"
"(989, 0.8668994661076953)"
"(990, 0.940347565381688)"
"(991, 0.9120098855194357)"
"(992, 0.9281897500466214)"
"(993, 0.9187972383830525)"
"(994, 0.8631403212241555)"
"(995, 0.9571400279206694)"
"(996, 0.7676720669451239)"
"(997, 0.9235626696906561)"
"(998, 0.8892778550285257)"
"(999, 0.9146466370283471)"
"(1000, 0.907120900907316)"
"(1001, 0.8974155272867598)"
"(1002, 0.9661613580894123)"
"(1003, 0.9411678863622644)"
"(1004, 0.9453636390245055)"
"(1005, 0.949549075824993)"
"(1006, 0.9755067278269733)"
"(1007, 0.9339172688559624)"
"(1008, 0.899756332368828)"
"(1009, 0.8901444642168681)"
"(1010, 0.9463756291925407)"
"(1011, 0.9449818041514911)"
"(1012, 0.9170328853031916)"
"(1013, 0.954470766076788)"
"(1014, 0.9262865377246036)"
"(1015, 0.966484089961802)"
"(1016, 0.9359636360808122)"
"(1017, 0.8800617205280793)"
"(1018, 0.8839662295785257)"
"(1019, 0.9359156597319598)"
"(1020, 0.8671264904121626)"
"(1021, 0.9505597708052926)"
"(1022, 0.8806642205055869)"
"(1023, 0.9045260763077014)"
"(1024, 0.9342111244013571)"
"(1025, 0.8944082483500024)"
"(1026, 0.9479689371381571)"
"(1027, 0.9019189675418477)"
"(1028, 0.7759915086155015)"
"(1029, 0.7414088794561626)"
"(1030, 0.9547115833300344)"
"(1031, 0.8169758056199201)"
"(1032, 0.9438810699940436)"
"(1033, 0.9516466618649951)"
"(1034, 0.947630391675709)"
"(1035, 0.9485485770532456)"
"(1036, 0.9530750772521464)"
"(1037, 0.9160614283479103)"
"(1038, 0.9602495056065277)"
"(1039, 0.9210365053536832)"
"(1040, 0.8970681586707142)"
"(1041, 0.908305856606594)"
"(1042, 0.9060071092266221)"
"(1043, 0.9203309520045506)"
"(1044, 0.9535131690981673)"
"(1045, 0.8812379833045348)"
"(1046, 0.7404588582852027)"
"(1047, 0.8900574585393415)"
"(1048, 0.9516162646791451)"
"(1049, 0.9588959803187644)"
"(1050, 0.5913545840486968)"
"(1051, 0.9590882936876844)"
"(1052, 0.9016006273581697)"
"(1053, 0.938178113820047)"
"(1054, 0.9211020788340707)"
"(1055, 0.9620249599579701)"
"(1056, 0.9222786668964715)"
"(1057, 0.9397201934127913)"
"(1058, 0.9248142675369384)"
"(1059, 0.9052064769152149)"
"(1060, 0.9431857091054316)"
"(1061, 0.9289269837613453)"
"(1062, 0.9692649110026744)"
"(1063, 0.9455171211555881)"
"(1064, 0.9266779250849172)"
"(1065, 0.9197814406735659)"
"(1066, 0.9208902500431005)"
"(1067, 0.9506802418049437)"
"(1068, 0.9068382268953596)"
"(1069, 0.9479929504410067)"
"(1070, 0.9046930044487107)"
"(1071, 0.9574894541340843)"
"(1072, 0.8690018944531288)"
"(1073, 0.9632996102499792)"
"(1074, 0.9114777592098057)"
"(1075, 0.9460977038927264)"
"(1076, 0.87239306430987)"
"(1077, 0.8826295989183486)"
"(1078, 0.9254944838810587)"
"(1079, 0.9329391256183087)"
"(1080, 0.9519327086372055)"
"(1081, 0.9224770859349831)"
"(1082, 0.8621967179207304)"
"(1083, 0.9329043994192496)"
"(1084, 0.8693960937516074)"
"(1085, 0.8916222377796814)"
"(1086, 0.8929367817181626)"
"(1087, 0.9216501082568289)"
"(1088, 0.917212934901434)"
"(1089, 0.9312894320533853)"
"(1090, 0.9445130263609078)"
"(1091, 0.8278897525070666)"
"(1092, 0.9183778318744169)"
"(1093, 0.9323922832805259)"
"(1094, 0.9451275026416476)"
"(1095, 0.9056814643146884)"
"(1096, 0.9340658372489989)"
"(1097, 0.944380723001658)"
"(1098, 0.9410565044268965)"
"(1099, 0.9234463156109003)"
"(1100, 0.9101799026024484)"
"(1101, 0.9686578825246626)"
"(1102, 0.9413355771080577)"
"(1103, 0.9679908385527015)"
"(1104, 0.914205528551123)"
"(1105, 0.9111368244761358)"
"(1106, 0.956343119159869)"
"(1107, 0.9684896886014986)"
"(1108, 0.9505137272725962)"
"(1109, 0.7587439458547881)"
"(1110, 0.9277942102075928)"
"(1111, 0.9695766299577279)"
"(1112, 0.9524904969384804)"
"(1113, 0.9180042078567782)"
"(1114, 0.9672509565489816)"
"(1115, 0.8282075733362084)"
"(1116, 0.9581049114844192)"
"(1117, 0.9443176258834061)"
"(1118, 0.9620584028979098)"
"(1119, 0.9512954224962605)"
"(1120, 0.9278521329484232)"
"(1121, 0.885876446752502)"
"(1122, 0.9310136346656248)"
"(1123, 0.9604920300467773)"
"(1124, 0.9076582309776108)"
"(1125, 0.97132839614729)"
"(1126, 0.9516706646202163)"
"(1127, 0.9215217647629762)"
"(1128, 0.9087362855185335)"
"(1129, 0.9413571663202643)"
"(1130, 0.952456560209222)"
"(1131, 0.8802451562337863)"
"(1132, 0.9445323724544005)"
"(1133, 0.9246282270070673)"
"(1134, 0.9503519206290945)"
"(1135, 0.8748979341046452)"
"(1136, 0.948714551898903)"
"(1137, 0.97417392357083)"
"(1138, 0.9243384917198585)"
"(1139, 0.8947131819652311)"
"(1140, 0.9044441439186068)"
"(1141, 0.8947627216315147)"
"(1142, 0.9477365559380939)"
"(1143, 0.8264569809188991)"
"(1144, 0.8787965921684634)"
"(1145, 0.9687771590751494)"
"(1146, 0.9606746552462704)"
"(1147, 0.947260667107063)"
"(1148, 0.9315616434477045)"
"(1149, 0.9440202580875817)"
"(1150, 0.9703957229737786)"
"(1151, 0.9650209212331963)"
"(1152, 0.962751988528476)"
"(1153, 0.9310432739289684)"
"(1154, 0.9399547464117493)"
"(1155, 0.8782335208222145)"
"(1156, 0.9536633033880637)"
"(1157, 0.9481363631167046)"
"(1158, 0.9099065172819049)"
"(1159, 0.8942361050508049)"
"(1160, 0.9096158881925354)"
"(1161, 0.9145921553168189)"
"(1162, 0.9655606628256596)"
"(1163, 0.9585998939425181)"
"(1164, 0.8133880810575326)"
"(1165, 0.9420823595120033)"
"(1166, 0.9168567117211399)"
"(1167, 0.9625525123352783)"
"(1168, 0.9391224690547744)"
"(1169, 0.9382313002314534)"
"(1170, 0.9428078894540287)"
"(1171, 0.8898466787287068)"
"(1172, 0.945051930047167)"
"(1173, 0.9173944694529151)"
"(1174, 0.9206341405271686)"
"(1175, 0.929458885938279)"
"(1176, 0.9260407620009924)"
"(1177, 0.899421867873546)"
"(1178, 0.9347785463684778)"
"(1179, 0.9356948189731995)"
"(1180, 0.9506158910925081)"
"(1181, 0.9218986681255357)"
"(1182, 0.9399795952390749)"
"(1183, 0.9441387712683328)"
"(1184, 0.9145895201747466)"
"(1185, 0.9662273481096499)"
"(1186, 0.9487472617427696)"
"(1187, 0.9509882177072083)"
"(1188, 0.9496225872857382)"
"(1189, 0.8898862410136607)"
"(1190, 0.8970279426250481)"
"(1191, 0.7709824023248849)"
"(1192, 0.9408011509798307)"
"(1193, 0.9241758174793497)"
"(1194, 0.900428144277284)"
"(1195, 0.939690775975586)"
"(1196, 0.891946084989237)"
"(1197, 0.9580684363069614)"
"(1198, 0.955206827183073)"
"(1199, 0.867591531711964)"
"(1200, 0.9217568308407789)"
"(1201, 0.948731982378588)"
"(1202, 0.9110036376302185)"
"(1203, 0.8746144349393036)"
"(1204, 0.9305770842008878)"
"(1205, 0.9516082982800862)"
"(1206, 0.757421961437372)"
"(1207, 0.9530474668702588)"
"(1208, 0.9199740197627685)"
"(1209, 0.9606690979843546)"
"(1210, 0.8510593746205551)"
"(1211, 0.9395103486276452)"
"(1212, 0.9691937332147009)"
"(1213, 0.9704364011022374)"
"(1214, 0.9706089568189789)"
"(1215, 0.9397905424326634)"
"(1216, 0.95413278228011)"
"(1217, 0.9515629485499868)"
"(1218, 0.912048149019689)"
"(1219, 0.9608413844478128)"
"(1220, 0.9464849155425666)"
"(1221, 0.8898691803372278)"
"(1222, 0.9306263591567244)"
"(1223, 0.9295338365246502)"
"(1224, 0.9496077007722815)"
"(1225, 0.9265148970390057)"
"(1226, 0.9256025134493698)"
"(1227, 0.9628091077721315)"
"(1228, 0.8814479639836656)"
"(1229, 0.9513992680407226)"
"(1230, 0.9258116196585855)"
"(1231, 0.8129170799148333)"
"(1232, 0.9231763112731715)"
"(1233, 0.9052405973652032)"
"(1234, 0.8785705123326826)"
"(1235, 0.9457632166948369)"
"(1236, 0.9268811168299629)"
"(1237, 0.8858744150124443)"
"(1238, 0.9176815076970075)"
"(1239, 0.9349651181696359)"
"(1240, 0.9553480072216366)"
"(1241, 0.9357544715481074)"
"(1242, 0.935257365110104)"
"(1243, 0.9289469327779594)"
"(1244, 0.913239466045769)"
"(1245, 0.9599595854240838)"
"(1246, 0.9233862518016978)"
"(1247, 0.9689071342257829)"
"(1248, 0.8693548609764812)"
"(1249, 0.9401207309691133)"
"(1250, 0.9364800843849791)"
"(1251, 0.974417261735149)"
"(1252, 0.9537423432065243)"
"(1253, 0.8835465643754088)"
"(1254, 0.8553803912501234)"
"(1255, 0.9559011094370344)"
"(1256, 0.9542524487929801)"
"(1257, 0.9138507875029029)"
"(1258, 0.9463946318515135)"
"(1259, 0.839721933647336)"
"(1260, 0.9656073454073211)"
"(1261, 0.941675651955628)"
"(1262, 0.9665352457835487)"
"(1263, 0.9380966900044279)"
"(1264, 0.9313917489935799)"
"(1265, 0.9490438666113298)"
"(1266, 0.9442891776058786)"
"(1267, 0.8991993694070581)"
"(1268, 0.929909983591472)"
"(1269, 0.9493301547319857)"
"(1270, 0.934971921250729)"
"(1271, 0.9592351412254388)"
"(1272, 0.9412967063808995)"
"(1273, 0.9317471415475355)"
"(1274, 0.9268108619448824)"
"(1275, 0.9295462496007327)"
"(1276, 0.8066034084212873)"
"(1277, 0.9258909732647626)"
"(1278, 0.9480398896043816)"
"(1279, 0.9411432196506277)"
"(1280, 0.9492442406260468)"
"(1281, 0.8231219212242563)"
"(1282, 0.9107590935336499)"
"(1283, 0.9000948006994127)"
"(1284, 0.9479505288888828)"
"(1285, 0.9103682680772914)"
"(1286, 0.9120367904293231)"
"(1287, 0.9563095374734978)"
"(1288, 0.8731202372451268)"
"(1289, 0.9508516727390482)"
"(1290, 0.9171920843122021)"
"(1291, 0.9094557115637727)"
"(1292, 0.9504324785740172)"
"(1293, 0.9218138517603983)"
"(1294, 0.9049219716922124)"
"(1295, 0.9253094518788645)"
"(1296, 0.9718746339502011)"
"(1297, 0.7977929834776464)"
"(1298, 0.9443243174158491)"
"(1299, 0.9326615938564204)"
"(1300, 0.9588924501311354)"
"(1301, 0.920072353366459)"
"(1302, 0.8925317873669998)"
"(1303, 0.9627105454838104)"
"(1304, 0.95832828644082)"
"(1305, 0.9400247223526318)"
"(1306, 0.9273444085267297)"
"(1307, 0.9428863656540389)"
"(1308, 0.9441335861719327)"
"(1309, 0.8850338409701494)"
"(1310, 0.9431521753985141)"
"(1311, 0.9224912486473098)"
"(1312, 0.951183346526673)"
"(1313, 0.890664937318664)"
"(1314, 0.9684175674242866)"
"(1315, 0.95148303682536)"
"(1316, 0.9646566162177118)"
"(1317, 0.927881431232903)"
"(1318, 0.9318359701837564)"
"(1319, 0.951443646298065)"
"(1320, 0.9490984774562709)"
"(1321, 0.9414315648444045)"
"(1322, 0.9781478919861354)"
"(1323, 0.9007375645517322)"
"(1324, 0.9335017385499148)"
"(1325, 0.9251378395359812)"
"(1326, 0.9338262801258742)"
"(1327, 0.6371167644426301)"
"(1328, 0.9289298822009969)"
"(1329, 0.9198862900720014)"
"(1330, 0.9092393223607634)"
"(1331, 0.9274692780493761)"
"(1332, 0.936174696931264)"
"(1333, 0.9513016495535763)"
"(1334, 0.9027542615243046)"
"(1335, 0.8721795689246323)"
"(1336, 0.9391182299148234)"
"(1337, 0.9424806961028525)"
"(1338, 0.9429164233723353)"
"(1339, 0.9291871236410572)"
"(1340, 0.9491775400610043)"
"(1341, 0.9358969912367521)"
"(1342, 0.9080205073671003)"
"(1343, 0.8884828995951495)"
"(1344, 0.9541133018779553)"
"(1345, 0.930621624362965)"
"(1346, 0.9372610051287206)"
"(1347, 0.7970350079337251)"
"(1348, 0.956230621663309)"
"(1349, 0.9190411790396085)"
"(1350, 0.9644712064997261)"
"(1351, 0.9281759266413219)"
"(1352, 0.8730132328709368)"
"(1353, 0.9451361926948976)"
"(1354, 0.9501102712894804)"
"(1355, 0.9312350757505997)"
"(1356, 0.8325476788164718)"
"(1357, 0.7937973205309239)"
"(1358, 0.9242547203024898)"
"(1359, 0.9641880388562606)"
"(1360, 0.9705937331775412)"
"(1361, 0.9552951455321729)"
"(1362, 0.9195233540195726)"
"(1363, 0.8441956493792313)"
"(1364, 0.8860962936496842)"
"(1365, 0.9450613681191387)"
"(1366, 0.8966679390341089)"
"(1367, 0.9275697956561779)"
"(1368, 0.9147782750777315)"
"(1369, 0.897223476158319)"
"(1370, 0.9657375227370459)"
"(1371, 0.9659984162819238)"
"(1372, 0.9375452948652738)"
"(1373, 0.9011674717915317)"
"(1374, 0.9552190090546169)"
"(1375, 0.9380430451072846)"
"(1376, 0.8899570626498292)"
"(1377, 0.8727155102692595)"
"(1378, 0.9730113559838479)"
"(1379, 0.9388630566449347)"
"(1380, 0.9268303780769314)"
"(1381, 0.9266916488122622)"
"(1382, 0.930538482560751)"
"(1383, 0.9316139743126423)"
"(1384, 0.7307955409667445)"
"(1385, 0.9085396793859558)"
"(1386, 0.7943597329713421)"
"(1387, 0.9330673873949075)"
"(1388, 0.9428089026475703)"
"(1389, 0.9116529372046228)"
"(1390, 0.8153805322960244)"
"(1391, 0.9195398268781437)"
"(1392, 0.8840025773540191)"
"(1393, 0.9571632439290043)"
"(1394, 0.9426875801556935)"
"(1395, 0.9525634330832127)"
"(1396, 0.9430046279450911)"
"(1397, 0.931849251285225)"
"(1398, 0.9128312338307799)"
"(1399, 0.8277903641923297)"
"(1400, 0.9289896109613223)"
"(1401, 0.9414928407568013)"
"(1402, 0.8567359663150886)"
"(1403, 0.9435364708039445)"
"(1404, 0.8182053556179539)"
"(1405, 0.9387603495341867)"
"(1406, 0.9096407161723735)"
"(1407, 0.9150279874333365)"
"(1408, 0.9018427867371246)"
"(1409, 0.9631890924280843)"
"(1410, 0.9397319914666937)"
"(1411, 0.9703128248163314)"
"(1412, 0.9577869134895732)"
"(1413, 0.9326111110198814)"
"(1414, 0.9592523064997318)"
"(1415, 0.9427216258761025)"
"(1416, 0.9640281167046513)"
"(1417, 0.9125379341415798)"
"(1418, 0.8688554928945922)"
"(1419, 0.8609453268706668)"
"(1420, 0.9139615258781306)"
"(1421, 0.9447871366926731)"
"(1422, 0.9561994000918399)"
"(1423, 0.965505641817458)"
"(1424, 0.9104117188001879)"
"(1425, 0.9292450393478042)"
"(1426, 0.8728632979341167)"
"(1427, 0.9012428041031503)"
"(1428, 0.8696113594487919)"
"(1429, 0.8910944102598739)"
"(1430, 0.9094866136860086)"
"(1431, 0.9084311022400123)"
"(1432, 0.9087636356546851)"
"(1433, 0.9058242082550444)"
"(1434, 0.9499323388035253)"
"(1435, 0.9355545276404079)"
"(1436, 0.9597557543124033)"
"(1437, 0.9422647737247705)"
"(1438, 0.9433830983875618)"
"(1439, 0.9388710959607143)"
"(1440, 0.8989497072202283)"
"(1441, 0.9587407193994788)"
"(1442, 0.94455325597268)"
"(1443, 0.9504744478481898)"
"(1444, 0.9567489073299602)"
"(1445, 0.8701232866210031)"
"(1446, 0.9457770023204807)"
"(1447, 0.9170058237205085)"
"(1448, 0.9721239523084022)"
"(1449, 0.9512986865203107)"
"(1450, 0.9658973473718303)"
"(1451, 0.9725572770745098)"
"(1452, 0.9302544807453286)"
"(1453, 0.9203325995931764)"
"(1454, 0.9586657098011061)"
"(1455, 0.9328843648023516)"
"(1456, 0.9163200126796065)"
"(1457, 0.9590782695509976)"
"(1458, 0.941637720669163)"
"(1459, 0.9413536825654053)"
"(1460, 0.9224472348134094)"
"(1461, 0.9042040350355834)"
"(1462, 0.9435311087146009)"
"(1463, 0.9527604972276756)"
"(1464, 0.9168638996752425)"
"(1465, 0.9389891869609092)"
"(1466, 0.9342702172425756)"
"(1467, 0.919017707880453)"
"(1468, 0.9678339356935777)"
"(1469, 0.9232260807681558)"
"(1470, 0.9479713670377319)"
"(1471, 0.9185580712120831)"
"(1472, 0.9444521066661062)"
"(1473, 0.9573776698126643)"
"(1474, 0.9501738195180525)"
"(1475, 0.9530236112636014)"
"(1476, 0.9464828087697642)"
"(1477, 0.9133270615085148)"
"(1478, 0.9029358159905135)"
"(1479, 0.9483314281629184)"
"(1480, 0.9452218841476663)"
"(1481, 0.9297593947335131)"
"(1482, 0.909971030387136)"
"(1483, 0.9843632793453646)"
"(1484, 0.945710741813409)"
"(1485, 0.9380383413710146)"
"(1486, 0.9528469765563026)"
"(1487, 0.8853912999193715)"
"(1488, 0.9617381044175459)"
"(1489, 0.9130590007988574)"
"(1490, 0.931580011997136)"
"(1491, 0.8736780362371432)"
"(1492, 0.9434223521664004)"
"(1493, 0.9345548122770241)"
"(1494, 0.9407371580793593)"
"(1495, 0.9453285528316062)"
"(1496, 0.9531107769383558)"
"(1497, 0.8413781731419728)"
"(1498, 0.8655539167852631)"
"(1499, 0.9029773529043565)"
"(1500, 0.9269604666826216)"
"(1501, 0.8809895330036054)"
"(1502, 0.9563757966706239)"
"(1503, 0.910571503923095)"
"(1504, 0.9657363460480883)"
"(1505, 0.9202837272759061)"
"(1506, 0.8672933361149109)"
"(1507, 0.919733081854971)"
"(1508, 0.9203540969483855)"
"(1509, 0.95647627783122)"
"(1510, 0.9232850598124954)"
"(1511, 0.8932299599928051)"
"(1512, 0.9374139052451389)"
"(1513, 0.8952474043391937)"
"(1514, 0.8142846085144247)"
"(1515, 0.9116587224857511)"
"(1516, 0.9034125778237566)"
"(1517, 0.899913962343495)"
"(1518, 0.900584996577131)"
"(1519, 0.936274947203924)"
"(1520, 0.8943777751874415)"
"(1521, 0.9428984615666658)"
"(1522, 0.9349685741515563)"
"(1523, 0.9648088644092775)"
"(1524, 0.9625733516721826)"
"(1525, 0.9197840663706497)"
"(1526, 0.8999266118336418)"
"(1527, 0.9193038657027599)"
"(1528, 0.9521854259393299)"
"(1529, 0.8024682130236146)"
"(1530, 0.9345106242808405)"
"(1531, 0.9497860809920751)"
"(1532, 0.7315247522714087)"
"(1533, 0.9431459399705437)"
"(1534, 0.8938577330341093)"
"(1535, 0.8581732727276201)"
"(1536, 0.9145623032533725)"
"(1537, 0.8209567208446861)"
"(1538, 0.9251453757852044)"
"(1539, 0.9109682678278928)"
"(1540, 0.9531383854747681)"
"(1541, 0.9244728108887418)"
"(1542, 0.9529819537708478)"
"(1543, 0.943256808912778)"
"(1544, 0.9280914706398107)"
"(1545, 0.9564603147363419)"
"(1546, 0.9359210085222444)"
"(1547, 0.9470466396716248)"
"(1548, 0.9673629461906547)"
"(1549, 0.8639109751916402)"
"(1550, 0.939221617327267)"
"(1551, 0.9065887305007061)"
"(1552, 0.915877055936526)"
"(1553, 0.9087582796118534)"
"(1554, 0.9183535915964245)"
"(1555, 0.9443166352414842)"
"(1556, 0.8878296111937505)"
"(1557, 0.9376010103656017)"
"(1558, 0.9219458365959806)"
"(1559, 0.8957318416160666)"
"(1560, 0.8679666602505303)"
"(1561, 0.9315271210954653)"
"(1562, 0.9480462524289371)"
"(1563, 0.9595044441557294)"
"(1564, 0.9182938119918591)"
"(1565, 0.8980697207408347)"
"(1566, 0.9568818460996293)"
"(1567, 0.937699469538506)"
"(1568, 0.9427495319713552)"
"(1569, 0.9282263577036143)"
"(1570, 0.9521847363354468)"
"(1571, 0.9532641540282675)"
"(1572, 0.9065586400011517)"
"(1573, 0.925786525629248)"
"(1574, 0.9020458833107964)"
"(1575, 0.957995211053311)"
"(1576, 0.9145853973894283)"
"(1577, 0.8733112993416313)"
"(1578, 0.9332266676000958)"
"(1579, 0.9452379925950105)"
"(1580, 0.957243852335749)"
"(1581, 0.9442098215212457)"
"(1582, 0.9639192491774421)"
"(1583, 0.9235069003627692)"
"(1584, 0.9471105917096556)"
"(1585, 0.937617298745456)"
"(1586, 0.9577796613796035)"
"(1587, 0.9387473394372557)"
"(1588, 0.9650804008063741)"
"(1589, 0.9544277553820204)"
"(1590, 0.9589260418567552)"
"(1591, 0.8062120599296022)"
"(1592, 0.9104659506593075)"
"(1593, 0.9388130679810568)"
"(1594, 0.9081975227480801)"
"(1595, 0.917423998926517)"
"(1596, 0.9622550793240402)"
"(1597, 0.952584087604702)"
"(1598, 0.9714729612031054)"
"(1599, 0.9475209800228596)"
"(1600, 0.8391487310974501)"
"(1601, 0.891790135152891)"
"(1602, 0.9471454301764777)"
"(1603, 0.9321120313053474)"
"(1604, 0.8766052979949764)"
"(1605, 0.873964572123906)"
"(1606, 0.9162713307444836)"
"(1607, 0.9326940942556321)"
"(1608, 0.9521414111039743)"
"(1609, 0.935167760554749)"
"(1610, 0.9300450951221184)"
"(1611, 0.9295560799484544)"
"(1612, 0.9465824901680645)"
"(1613, 0.9682851508589825)"
"(1614, 0.9634849522317342)"
"(1615, 0.9104454533976842)"
"(1616, 0.9259524339053555)"
"(1617, 0.944768972919592)"
"(1618, 0.9500249740506643)"
"(1619, 0.918433195261199)"
"(1620, 0.8983484906964506)"
"(1621, 0.9436541029018336)"
"(1622, 0.9110888357106088)"
"(1623, 0.9255903690030917)"
"(1624, 0.92328545312128)"
"(1625, 0.9358844241423353)"
"(1626, 0.9057971560029198)"
"(1627, 0.8980138377055246)"
"(1628, 0.9186061437903299)"
"(1629, 0.9522976375036193)"
"(1630, 0.9104210760209998)"
"(1631, 0.9551881754645536)"
"(1632, 0.908676016769029)"
"(1633, 0.9435448147335203)"
"(1634, 0.9461517018778284)"
"(1635, 0.8852834434586682)"
"(1636, 0.9512041955933855)"
"(1637, 0.8551112089122951)"
"(1638, 0.9260363880446494)"
"(1639, 0.9237060836822263)"
"(1640, 0.8928457213544557)"
"(1641, 0.8565776878843417)"
"(1642, 0.9086937438512874)"
"(1643, 0.952783068872815)"
"(1644, 0.9334356430094228)"
"(1645, 0.9164442659682268)"
"(1646, 0.8933997432019689)"
"(1647, 0.7722806078369469)"
"(1648, 0.9520593563109025)"
"(1649, 0.9524582573882977)"
"(1650, 0.7909911860959354)"
"(1651, 0.9373731916011362)"
"(1652, 0.9617783432510764)"
"(1653, 0.8956264142960548)"
"(1654, 0.8870854133722562)"
"(1655, 0.9520690876740059)"
"(1656, 0.8619572187910909)"
"(1657, 0.8916531342496193)"
"(1658, 0.9544482853008038)"
"(1659, 0.9572598706195251)"
"(1660, 0.9438020779943018)"
"(1661, 0.7902656146691263)"
"(1662, 0.8958070768386078)"
"(1663, 0.9338627821932792)"
"(1664, 0.9293858041999993)"
"(1665, 0.8971540143694401)"
"(1666, 0.9227956246613066)"
"(1667, 0.8841284810640772)"
"(1668, 0.9305865830870645)"
"(1669, 0.8811843130760146)"
"(1670, 0.9367925935391609)"
"(1671, 0.8987600206304714)"
"(1672, 0.9086359253508227)"
"(1673, 0.9586254772756245)"
"(1674, 0.9140722380339796)"
"(1675, 0.9139561477771552)"
"(1676, 0.9345749476660755)"
"(1677, 0.8742697477983995)"
"(1678, 0.8748948657176148)"
"(1679, 0.942070627667037)"
"(1680, 0.8804585247921779)"
"(1681, 0.9203356102994814)"
"(1682, 0.8867586631174269)"
"(1683, 0.9560933264708994)"
"(1684, 0.9590491713122247)"
"(1685, 0.960638932393487)"
"(1686, 0.9467693017000998)"
"(1687, 0.9647567549384355)"
"(1688, 0.9202354760465832)"
"(1689, 0.9727342506566837)"
"(1690, 0.844151975221565)"
"(1691, 0.9190162545532776)"
"(1692, 0.833062743979356)"
"(1693, 0.9104454533976842)"
"(1694, 0.9459773263119752)"
"(1695, 0.9132819925080744)"
"(1696, 0.9289611940367375)"
"(1697, 0.9716129291606936)"
"(1698, 0.930944811487376)"
"(1699, 0.9379846675261287)"
"(1700, 0.9666078884199352)"
"(1701, 0.9502863722786414)"
"(1702, 0.9576808701415518)"
"(1703, 0.9352699255864863)"
"(1704, 0.9539223005459168)"
"(1705, 0.8622314561354972)"
"(1706, 0.9575897893543215)"
"(1707, 0.9531478297895926)"
"(1708, 0.936749055370144)"
"(1709, 0.9510591966479663)"
"(1710, 0.9663680669044552)"
"(1711, 0.9421801539651958)"
"(1712, 0.8797593948380746)"
"(1713, 0.9215500692849886)"
"(1714, 0.9581527101698509)"
